Diet_type,Recipe_name,Cuisine_type,Protein(g),Carbs(g),Fat(g),Extraction_day,Extraction_time
paleo,Paleo Spinach Donuts recipes,american,43.22,247.39,124.45,2022-10-16,17:22:25
paleo,Paleo Strawberry Pie recipes,american,60.38,223.26,160.19,2022-10-16,17:22:32
paleo,Quick and Easy Paleo Salads,french,44.68,28.95,73.11,2022-10-16,17:22:32
paleo,Chocolate Custard (Paleo or Low Carb) recipes,french,36.84,126.43,159.07,2022-10-16,17:22:32
paleo,"Pumpkin Milkshake (Dairy-free, Paleo, AIP) recipes",american,21.77,88.19,168.04,2022-10-16,17:22:32
paleo,"Pistachio Crumbed Mushrooms (Paleo, Low Carb) recipes",british,47.75,59.33,157.69,2022-10-16,17:22:32
paleo,"Paleo Chocolate Mousse Cake (dairy Free, Raw Dessert, Keto, Paleo, Gluten Free) recipes",american,48.81,278.15,264.65,2022-10-16,17:22:32
paleo,Paleo Ground Beef Spaghetti Squash Skillet,italian,96.21,128.43,115.48,2022-10-16,17:22:32
paleo,Paleo Fried Green Tomatoes recipes,french,49.16,59.39,182.49,2022-10-16,17:22:32
paleo,Dulce de Leche Ice Cream (Paleo) recipes,italian,14.38,177.86,141.1,2022-10-16,17:22:32
paleo,"Easy BBQ Jackfruit Saute Recipe [Paleo, Vegan]",american,2.02,108.4,14.76,2022-10-16,17:22:32
paleo,"Easy 10 Minute Asian Zucchini Noodles (low-carb, Paleo) recipes",asian,13.86,37.92,7.02,2022-10-16,17:22:32
paleo,Paleo Maple Pecan Latte Mug Cake,american,12.5,36.44,32.19,2022-10-16,17:22:32
paleo,Paleo Beef Stew,american,208.63,137.91,54.39,2022-10-16,17:22:32
paleo,A No Bake Paleo Chocolate Cashew Coconut Dessert That’s Healthy,american,27.93,87.43,751.19,2022-10-16,17:22:32
paleo,"Easy Chicken Herb Salad (Paleo, Low Carb) recipes",american,81.02,9.13,109.01,2022-10-16,17:22:32
paleo,Frozen Chocolate Custard (Low Carb and Paleo Friendly),american,40.47,56.32,184.95,2022-10-16,17:22:38
paleo,Paleo Ground Beef Spaghetti Squash Skillet recipes,italian,96.21,128.43,115.48,2022-10-16,17:22:38
paleo,Salted Caramel Bliss Balls- Aka Paleo Style Truffles,french,58.09,221.62,168.29,2022-10-16,17:22:38
paleo,20-Minute Paleo Cashew Chicken,american,189.22,139.79,190.27,2022-10-16,17:22:38
paleo,"Healthy Buffalo Turkey Meatballs (paleo, GF) recipes",american,107.96,14.59,67.22,2022-10-16,17:22:38
paleo,"Shepherd’s Pie with Cauliflower Topping (GAPS, Paleo, Grain-Free) recipes",american,110.14,57.66,168.1,2022-10-16,17:22:38
paleo,Paleo Chocolate and Candied Orange Peel Freezer Fudge (GF) recipes,american,60.59,289.03,220.89,2022-10-16,17:22:38
paleo,Paleo Crockpot BBQ Pulled Pork,american,403.14,254.68,412.96,2022-10-16,17:22:38
paleo,Primal Roast Beast Wrap Recipe,british,65.76,53.13,62.59,2022-10-16,17:22:38
paleo,Paleo Chili Over Zero Carb Paleo Miracle Rice™,american,184.44,249.2,24.04,2022-10-16,17:22:38
paleo,Saucy Grilled Paleo Pork Chops Recipe,eastern europe,77.12,79.94,29.49,2022-10-16,17:22:38
paleo,"Orange and Five-Spice Roasted Chicken Legs | Keto, Paleo",mediterranean,677.22,41.71,686.9,2022-10-16,17:22:38
paleo,The Best Paleo Beef Enchiladas recipes,mexican,116.96,182.48,163.36,2022-10-16,17:22:38
paleo,Paleo Chicken Taco Meatballs (GF) recipes,mexican,90.61,10.48,51.89,2022-10-16,17:22:38
paleo,Smoky BBQ Paleo Chili recipes,american,97.93,107.81,116.11,2022-10-16,17:22:38
paleo,Collard Green Paleo Slaw (Super Slaw) recipes,mediterranean,5.4,28.18,31.71,2022-10-16,17:22:45
paleo,"Blueberry Chia Seed Coleslaw (Paleo, GF) recipes",american,12.01,80.23,53.09,2022-10-16,17:22:45
paleo,"Orange Chicken Recipe (Paleo, Grain-Free) recipes",french,191.91,161.86,143.79,2022-10-16,17:22:45
paleo,Sneaky Chocolate Veggie Cake (Paleo option) recipes,american,96.82,335.74,291.09,2022-10-16,17:22:45
paleo,Paleo Cauliflower Fried Rice,chinese,56.99,97.39,56.34,2022-10-16,17:22:45
paleo,Caramel Chocolate Mousse (Paleo & Vegan) recipes,american,38.1,270.02,232.58,2022-10-16,17:22:45
paleo,"Healthy Fudge Bites {Paleo, Gluten Free, Sugar Free, Dairy Free} recipes",american,8.38,178.34,297.71,2022-10-16,17:22:45
paleo,"Easy Crab Cakes (Paleo, Low Carb) recipes",french,94.1,15.58,63.84,2022-10-16,17:22:45
paleo,Keto Paleo Meatloaf recipes,american,143.36,37.65,172.61,2022-10-16,17:22:45
paleo,Paleo Ginger Cake with Lemon and Coconut,french,59.12,86.59,200.92,2022-10-16,17:22:45
paleo,Paleo Whole30 Classic Potato Salad,mediterranean,32.03,272.41,57.65,2022-10-16,17:22:45
paleo,Paleo Chocolate Pistachio Biscotti recipes,italian,53.41,214.31,129.8,2022-10-16,17:22:45
paleo,Paleo Sloppy Joes with Sweet Potatoes recipes,american,90.72,202.74,106.32,2022-10-16,17:22:45
paleo,Gluten Free “Carrot Cake” Vegan Cheesecake {Paleo} recipes,american,74.18,426.76,307.56,2022-10-16,17:22:45
paleo,Paleo Chocolate Chunk Banana Bread recipes,american,81.41,257.6,233.5,2022-10-16,17:22:45
paleo,Paleo Sweet and Sour Pork,mediterranean,97.79,167.44,112.53,2022-10-16,17:22:45
paleo,"Egg Salad Lettuce Wraps (Paleo, GF) recipes",american,31.06,10.09,50.9,2022-10-16,17:22:52
paleo,"Spaghetti Squash Soup with Pumpkin and Fall Flavors {GF, Vegan, Paleo}",american,42.79,175.5,44.84,2022-10-16,17:22:52
paleo,"BBQ Beef Pizza (AIP, Paleo)",italian,111.23,259.49,110.34,2022-10-16,17:22:52
paleo,Paleo-Approved Classic Chicken Salad,american,37.0,58.18,212.82,2022-10-16,17:22:52
paleo,Primal Curried Egg Salad Coconut Wraps,american,22.37,38.14,42.75,2022-10-16,17:22:52
paleo,Baked Salmon with Pesto and Pecans,nordic,329.12,8.78,251.78,2022-10-16,17:22:52
paleo,Paleo Banana Chocolate Chip Muffins,american,105.65,526.6,219.56,2022-10-16,17:22:52
paleo,"Almond Flour Crust for Tarts or Pies - Gluten Free, Low Carb, Sugar Free, Paleo recipes",american,62.5,84.87,199.1,2022-10-16,17:22:52
paleo,"Spatchcock Herbed Chicken (Paleo, Whole30 option)",french,226.67,21.54,221.69,2022-10-16,17:22:52
paleo,Paleo Chocolate Sweet Potato Bread (gluten and dairy free),american,77.32,1801.16,887.91,2022-10-16,17:22:52
paleo,Easy Paleo Lemon Chia Seed Muffins,american,74.35,542.66,211.44,2022-10-16,17:22:52
paleo,Paleo Chocolate Honey Bars recipes,american,77.32,349.38,266.18,2022-10-16,17:22:52
paleo,DIY Chicken Burrito Bowl (Paleo),mexican,86.59,165.25,101.45,2022-10-16,17:22:52
paleo,"Healthy Buffalo Turkey Meatloaf (Paleo, Whole30) recipes",american,217.07,34.17,134.74,2022-10-16,17:22:58
paleo,Paleo Slow Cooker Beef Stew recipes,american,179.32,120.49,36.68,2022-10-16,17:22:58
paleo,"Teriyaki Salmon Recipe (Grain-Free, Paleo) recipes",nordic,102.48,104.16,59.07,2022-10-16,17:22:58
paleo,Banana Cocoa Snack Cake (Paleo) recipes,american,68.94,227.74,168.98,2022-10-16,17:22:58
paleo,Paleo Creole Meatballs,american,134.14,55.22,177.0,2022-10-16,17:22:58
paleo,Easy Paleo Shepherd's Pie recipes,american,107.14,93.45,137.29,2022-10-16,17:22:58
paleo,"Buffalo Chicken Cobb Salad {paleo, whole30",american,3.26,7.35,89.83,2022-10-16,17:22:58
paleo,Paleo Carrot & Apple Juicer Pulp Muffi,british,56.05,119.56,118.16,2022-10-16,17:22:58
paleo,Sesame Ginger Paleo Turkey Meatballs recipes,american,104.28,42.67,56.99,2022-10-16,17:22:58
paleo,"Coconut Chocolate Chip Healthy Vegan Ice Cream Recipe (Paleo, Homemade, Dairy-Free)",american,16.29,154.99,89.99,2022-10-16,17:22:58
paleo,Zero Carb Beef Stew w/Paleo Rice By Paleo Nate,american,459.83,289.66,200.26,2022-10-16,17:22:58
paleo,Creamy Paleo Chicken Enchiladas Verdes recipes,mexican,168.06,206.21,137.17,2022-10-16,17:22:58
paleo,"Paleo Vegetarian Tacos with Zucchini, Squash & Eggplant recipes",mexican,33.3,254.57,86.36,2022-10-16,17:22:58
paleo,Paleo Chocolate Pecan Tart,american,52.41,149.85,387.32,2022-10-16,17:22:58
paleo,"Paleo Pepperoni Pizza with Veggies {GF, DF}",italian,39.65,112.8,58.12,2022-10-16,17:22:58
paleo,Chicken Shawarma on Pita recipes,middle eastern,237.66,213.88,158.28,2022-10-16,17:23:05
paleo,Almond Crusted Tilapia,mediterranean,135.57,96.94,107.04,2022-10-16,17:23:05
paleo,Paleo Creole Meatballs recipes,american,134.58,57.97,177.14,2022-10-16,17:23:05
paleo,"Mini Zucchini Avocado Burgers Recipe [Paleo, Keto, AIP]",american,44.44,15.24,93.04,2022-10-16,17:23:05
paleo,Paleo Thai Chicken Pizza recipes,south east asian,69.42,349.98,61.24,2022-10-16,17:23:05
paleo,"The BEST Strawberry Banana Bread {Paleo, Vegan, Gluten Free}",american,52.44,304.22,97.85,2022-10-16,17:23:05
paleo,Paleo Albino Mole Cake – Maulwurftorte with a Twist,italian,56.57,247.41,327.06,2022-10-16,17:23:05
paleo,"Salted Caramel Paleo Bark (GF, dairy-free) recipes",american,29.64,509.13,144.51,2022-10-16,17:23:05
paleo,Lemony Brussels Sprouts Salad {vegan+glutenfree+paleo},american,41.86,80.89,59.56,2022-10-16,17:23:05
paleo,Paleo Clam Chowder with Cauliflower recipes,american,189.77,141.35,74.16,2022-10-16,17:23:05
paleo,Paleo Asian Cauliflower Fried ‘Rice’ recipes,chinese,39.84,54.08,71.55,2022-10-16,17:23:05
paleo,"Easy Apricot-Mustard Chicken Bake (paleo, GF) recipes",french,113.18,183.36,125.59,2022-10-16,17:23:05
paleo,Paleo Mississippi Roast with Lotus Root recipes,british,163.04,58.41,164.26,2022-10-16,17:23:05
paleo,New England Paleo Clam Chowder,american,334.83,207.38,333.75,2022-10-16,17:23:05
paleo,Paleo Chicken Cauliflower Fried Rice,chinese,116.43,52.09,87.92,2022-10-16,17:23:12
paleo,"My signature dish – Mediterranean Chicken, Paleo-ized",mediterranean,121.64,74.55,135.13,2022-10-16,17:23:12
paleo,Red Robin Recreation – Perfectly Crispy Paleo French Fries recipes,french,18.84,183.47,311.62,2022-10-16,17:23:12
paleo,Chorizo Breakfast Tacos recipes,mexican,68.47,66.7,85.65,2022-10-16,17:23:12
paleo,Paleo Cashew Chocolate Chip Blondies recipes,american,63.76,267.66,229.85,2022-10-16,17:23:12
paleo,Chocolate Chip Cookie Ice Cream Sandwiches ~ The Paleo Mom,american,23.05,281.18,165.66,2022-10-16,17:23:12
paleo,Paleo Shepards Pie recipes,american,114.59,106.71,89.4,2022-10-16,17:23:12
paleo,"Angel Food Cake (Grain-Free, Paleo) recipes",american,58.83,330.85,126.65,2022-10-16,17:23:12
paleo,Paleo Chicken and Dumplings,italian,377.65,125.61,194.55,2022-10-16,17:23:12
paleo,Grain Free Ice Cream Sandwiches (Paleo and Low Carb) recipes,american,58.81,194.28,185.23,2022-10-16,17:23:12
paleo,"Chocolate Berry Tart (Grain-Free, Paleo)",french,97.49,280.14,228.11,2022-10-16,17:23:12
paleo,Paleo Chocolate Chunk Strawberry Banana Bread,american,38.2,228.92,94.83,2022-10-16,17:23:12
paleo,Instant Pot Purple Paleo Potato Salad Recipe,mediterranean,49.16,188.97,182.14,2022-10-16,17:23:19
paleo,Primal Guacamole Burger Recipe,mexican,99.33,50.03,102.87,2022-10-16,17:23:19
paleo,"Paleo Kimchi Beef Stir-Fry (Whole30, Keto)",american,66.68,45.64,31.42,2022-10-16,17:23:19
paleo,Baked FrenchFries with Chipotle Ranch Dip {Paleo & Whole30} recipes,mexican,17.83,143.96,192.82,2022-10-16,17:23:19
paleo,"Vegan Paleo Blueberry Muffins {Grain Free, Gluten Free}",american,24.39,145.01,97.33,2022-10-16,17:23:19
paleo,Guinness Stew recipes,french,173.53,188.85,75.26,2022-10-16,17:23:19
paleo,"4 Ingredient Chocolate Peanut Butter Homemade Frosty Recipe (Vegan, Dairy-Free, Gluten-Free, Refined Sugar-Free)",american,25.63,137.31,38.5,2022-10-16,17:23:19
paleo,Asian Healthy Broccoli Salad,chinese,61.72,116.82,136.47,2022-10-16,17:23:19
paleo,Cilantro Base recipes,american,3.5,19.57,13.98,2022-10-16,17:23:19
paleo,Paleo Slow Cooker Honey Garlic Chicken and Vegetables recipes,mediterranean,501.65,312.39,58.06,2022-10-16,17:23:19
paleo,Paleo Italian Meatballs & Spaghetti Squash recipes,italian,148.98,115.06,187.38,2022-10-16,17:23:19
paleo,"30 Minute Beef Stroganoff Recipe (Paleo, Gluten Free, Dairy Free) recipes",eastern europe,110.57,36.4,308.95,2022-10-16,17:23:19
paleo,"Squash Au Gratin (Paleo, GF) recipes",french,25.32,148.79,102.31,2022-10-16,17:23:19
paleo,"Cream ""Cheesy"" Italian Stuffed Mushrooms {Paleo, Dairy Free, Whole 30}",italian,175.1,129.3,475.09,2022-10-16,17:23:19
paleo,Nightshade-free Pizza (from Make It Paleo 2) recipes,italian,164.08,310.6,220.29,2022-10-16,17:23:26
paleo,Paleo Turkey or Beef Meatloaf recipes,american,396.66,91.97,209.04,2022-10-16,17:23:26
paleo,Slow Cooker Paleo Sweet Potato Casserole recipes,italian,46.14,368.64,187.19,2022-10-16,17:23:26
paleo,"French Swiss Chard Tart (Gluten-Free, Grain-Free, Vegetarian, Paleo Option) recipes",french,96.67,110.45,253.55,2022-10-16,17:23:26
paleo,Paleo Brussels Sprout and Bacon Coleslaw recipes,central europe,44.13,80.3,340.69,2022-10-16,17:23:26
paleo,Ranch Roasted Cashews recipes,american,51.65,88.86,137.28,2022-10-16,17:23:26
paleo,Simple Egg Drop Soup recipes,chinese,88.59,102.88,60.78,2022-10-16,17:23:26
paleo,Paleo Thanksgiving Stuffing with Pumpkin Bread recipes,american,33.75,350.04,119.19,2022-10-16,17:23:26
paleo,Garlic Parmesan Zucchini Bread,italian,47.68,72.73,92.86,2022-10-16,17:23:26
paleo,Crock Pot Korean Gochujang Pork,french,409.4,101.9,415.15,2022-10-16,17:23:26
paleo,"20 Minute Cashew Chicken Recipe {Paleo, Gluten-Free, Clean Eating, Dairy-Free} recipes",italian,165.49,354.68,259.89,2022-10-16,17:23:26
paleo,Paleo Kale Orange Beef Stir Fry with Spiralized Sweet Potato Noodles,asian,53.5,90.16,45.21,2022-10-16,17:23:26
paleo,"Bang Bang Shrimp (Paleo, Whole30, AIP)",japanese,94.91,24.03,95.1,2022-10-16,17:23:26
paleo,"French Tomato, Tuna, & Mustard Quiche (paleo, GF) recipes",french,63.83,61.93,58.2,2022-10-16,17:23:26
paleo,Bacon Wrapped Chili Dogs,american,73.79,27.35,199.7,2022-10-16,17:23:33
paleo,"Coconut Custard Pie {Paleo, Dairy Free} recipes",american,80.9,762.78,525.09,2022-10-16,17:23:33
paleo,"Lemony Spring Cobb Salad (paleo, GF) recipes",american,123.97,173.48,208.48,2022-10-16,17:23:33
paleo,Mango Turkey Sloppy Joe Salad Bowls {Paleo} recipes,american,106.07,148.46,94.71,2022-10-16,17:23:33
paleo,Zucchini-Bacon Egg Muffins (Gluten-Free),british,91.77,24.63,144.03,2022-10-16,17:23:33
paleo,Easy Keto Low Carb Taco Soup Recipe,mexican,88.18,55.1,173.29,2022-10-16,17:23:33
paleo,"Coffee Cake (Grain Free, Gaps, Paleo, Primal) recipes",american,109.97,342.18,267.62,2022-10-16,17:23:33
paleo,Paleo Shrimp Cakes with Tangy Lemon Aioli recipes,mediterranean,76.25,59.59,119.56,2022-10-16,17:23:33
paleo,Coronation Chicken Salad,american,106.52,38.99,136.13,2022-10-16,17:23:33
paleo,Healthy Chocolate Potato Whiskey Cake with Chocolate Whiskey Ganache recipes,french,39.51,390.78,125.83,2022-10-16,17:23:33
paleo,Seafood Pumpkin Spaghetti Squash Pasta {Paleo} recipes,italian,37.87,78.72,76.18,2022-10-16,17:23:33
paleo,"Sweet Potato Salad Niçoise (paleo, GF) recipes",french,119.06,196.4,78.45,2022-10-16,17:23:33
paleo,"Sausage Tomato Basil Paleo Pizza {GF, DF} recipes",italian,76.95,440.95,38.48,2022-10-16,17:23:33
paleo,Crock Pot Barbecue Turkey Thighs recipes,american,401.69,121.06,139.12,2022-10-16,17:23:33
paleo,"Red Coconut Curry Pulled Chicken (Paleo, GF) recipes",south east asian,269.34,125.64,294.69,2022-10-16,17:23:33
paleo,"Mixed Baby Greens with Strawberries, Gorgonzola and Poppy Seed Dressing recipes",mediterranean,18.06,64.11,53.22,2022-10-16,17:23:39
paleo,Chocolate Dipped Chocolate Meringue Cookies recipes,french,21.57,53.33,61.7,2022-10-16,17:23:39
paleo,Paleo German Chocolate Cake recipes,central europe,69.49,539.28,261.39,2022-10-16,17:23:39
paleo,Paleo Pumpkin Chili {Nightshade-Free} recipes,american,160.42,229.01,71.05,2022-10-16,17:23:39
paleo,Paleo Fajita Salad with Chicken Taco Meatballs (GF) recipes,mexican,96.02,119.74,160.31,2022-10-16,17:23:39
paleo,"Kung Pao Cauliflower Chicken - Low Carb, Keto, Paleo and Gluten-Free! recipes",eastern europe,264.42,103.62,53.3,2022-10-16,17:23:39
paleo,Paleo Orange Chicken with Cauliflower Rice recipes,mediterranean,213.27,102.46,223.15,2022-10-16,17:23:39
paleo,Perfect Peanut Butter Blossoms recipes,american,68.1,167.94,194.8,2022-10-16,17:23:39
paleo,Paleo Buffalo Chicken Nuggets recipes,american,138.21,63.62,412.64,2022-10-16,17:23:39
paleo,GO-LO Sugar Free Hazelnut Spread Review,american,14.52,183.36,14.79,2022-10-16,17:23:39
paleo,Carrot Spice Cake Ice Cream,american,7.28,129.89,17.14,2022-10-16,17:23:39
paleo,Moroccan Saffron Chicken recipes,middle eastern,228.34,43.52,254.6,2022-10-16,17:23:39
paleo,Lemongrass Vietnamese Meatballs recipes,south east asian,83.95,55.81,106.65,2022-10-16,17:23:39
paleo,Fudgy Flourless Brownies recipes,french,62.8,401.12,322.08,2022-10-16,17:23:39
paleo,Paleo Chicken Fingers and Garlic Honey Dijon Dipping Sauce,french,134.16,102.85,229.66,2022-10-16,17:23:39
paleo,Chocolate Almond Butter Cups,american,43.68,202.08,326.55,2022-10-16,17:23:39
paleo,"Paleo & Vegan Peach Cobbler {Gluten-free, Dairy-free} recipes",american,27.51,196.21,99.15,2022-10-16,17:23:39
paleo,Paleo Chicken Pot Pie Casserole recipes,italian,170.51,373.02,129.07,2022-10-16,17:23:39
paleo,Gai Satay (Chicken Satay with Peanut Sauce and Cucumber Salad),south east asian,99.35,18.37,59.84,2022-10-16,17:23:46
paleo,"Bacon, Caramelized Onion, and Veggie Quiche {Paleo, GF, DF}",french,93.25,154.98,219.75,2022-10-16,17:23:46
paleo,Slow Cooker Paleo Pot Roast with Mashed Sweet Potatoes recipes,american,331.51,114.76,148.97,2022-10-16,17:23:46
paleo,"Cauliflower and Bacon Au Gratin (paleo, GF, dairy-free) recipes",french,60.6,81.73,167.05,2022-10-16,17:23:46
paleo,Cinnamon and Honey Roasted Walnuts recipes,american,0.9,54.56,2.64,2022-10-16,17:23:46
paleo,Best Easy Salsa Chicken Recipe to Prepare Ahead of Time recipes,mexican,169.37,36.63,87.69,2022-10-16,17:23:46
paleo,Paleo Honey Orange Beef Stir Fry with Sweet Potato Noodles and Kale recipes,asian,55.86,114.48,45.35,2022-10-16,17:23:46
paleo,Chipotle Ranch Chicken Burgers {Paleo & Whole30} recipes,american,85.89,119.62,200.22,2022-10-16,17:23:46
paleo,Coconut Mocha Loco Coffee Cake,american,6.57,43.3,50.35,2022-10-16,17:23:46
paleo,Keto Taco Stuffed Mini Peppers,american,64.53,66.96,87.66,2022-10-16,17:23:46
paleo,Cauliflower Sweet Potato Burgers with Avocado and Sriracha Aioli (Vegetarian Paleo) recipes,american,45.65,218.51,201.1,2022-10-16,17:23:46
paleo,Kofta Kari recipes,indian,145.17,73.29,215.96,2022-10-16,17:23:46
paleo,5 Minute Grape Sorbet recipes,mediterranean,3.28,107.24,0.73,2022-10-16,17:23:46
paleo,"Baked Low Carb Zucchini Fries (Paleo, AIP, Keto, Dairy Free)",french,25.33,57.48,97.11,2022-10-16,17:23:46
paleo,"Chicken Alfredo Bake Recipe {Paleo, Clean Eating, Gluten-Free, Dairy-Free, Whole30} recipes",italian,134.66,68.36,106.66,2022-10-16,17:23:53
paleo,Sweet and Spicy Sriracha Paleo Meatballs {easy} recipes,american,91.33,107.34,96.42,2022-10-16,17:23:53
paleo,Sweet Potato Nachos,mexican,81.13,112.58,113.68,2022-10-16,17:23:53
paleo,Sausage Broccoli Egg Muffins,british,94.02,11.86,99.36,2022-10-16,17:23:53
paleo,Whole30 Crispy Coconut Chicken Nuggets,american,109.75,71.12,269.2,2022-10-16,17:23:53
paleo,Two-Ingredient Chocolate Banana Ice Cream {Vegan} recipes,american,7.84,117.07,3.42,2022-10-16,17:23:53
paleo,Classic Deviled Eggs,french,76.19,8.31,153.07,2022-10-16,17:23:53
paleo,"4 Creative, Crustless Pizza Recipes recipes",italian,188.18,157.29,267.62,2022-10-16,17:23:53
paleo,Five Ingredient Friday: Chocolate and Toasted Coconut Butter Swirl Cups,american,43.32,176.95,400.96,2022-10-16,17:23:53
paleo,Lemon Creme Cups,french,8.34,67.08,85.75,2022-10-16,17:23:53
paleo,"Fresh Garden Egg Salad with Turmeric Dijon Dressing {Paleo, Whole30} recipes",american,35.46,39.47,97.69,2022-10-16,17:23:53
paleo,Paleo Buffalo Chicken Strips with Goat Cheese Dipping Sauce recipes,american,153.16,142.11,192.3,2022-10-16,17:23:53
paleo,Chicken and “Rice” Casserole (Grain-Free) recipes,south american,248.4,78.44,162.33,2022-10-16,17:23:53
paleo,Ranch Roasted Cashews,american,51.65,88.86,137.28,2022-10-16,17:23:53
paleo,Sausage Stuffed Sweet Potatoes,american,11.33,29.24,15.9,2022-10-16,17:23:53
paleo,Baked Spicy BBQ Adobo Chicken Wings recipes,american,322.74,131.92,284.0,2022-10-16,17:23:53
paleo,Smoked Salmon Salad Cake recipes,nordic,79.44,94.82,134.03,2022-10-16,17:23:53
paleo,BBQ Loaded Sweet Potatoes - in the crockpot,american,189.59,221.23,116.19,2022-10-16,17:24:00
paleo,"Chicken Parmesan With Zucchini Noodles (Grain Free, Paleo, Primal, Gaps, Gluten Free)",asian,326.04,104.56,155.59,2022-10-16,17:24:00
paleo,Paleo Ground Lamb Shepherd's Pie recipes,american,129.5,391.87,152.99,2022-10-16,17:24:00
paleo,Carb Free Cloud Bread,american,23.34,4.53,17.99,2022-10-16,17:24:00
paleo,"Creamy Buffalo Chicken Spaghetti Squash Casserole (paleo, GF) recipes",italian,215.7,128.63,216.47,2022-10-16,17:24:00
paleo,"Pad Thai Recipe (Grain-Free, Paleo, Gluten Free)",south east asian,496.2,2023.05,211.1,2022-10-16,17:24:00
paleo,Sausage Stuffed Sweet Potatoes,central europe,11.33,29.24,15.9,2022-10-16,17:24:00
paleo,"Mini Applesauce Carrot Cake Muffins (Gluten-Free, Paleo) recipes",british,37.99,118.13,102.82,2022-10-16,17:24:00
paleo,Grilled Gochujang Pork Chops with Watermelon Mint Salad recipes,american,171.73,52.28,107.51,2022-10-16,17:24:00
