Diet_type,Recipe_name,Cuisine_type,Protein(g),Carbs(g),Fat(g)
vegan,Vegan Eggplant Lasagna,american,47.9,97.41,28.47
vegan,Vegan Cheese Pumpkin,american,117.38,147.3,248.45
vegan,Vegan Coconut Caramel,american,4.63,54.29,77.54
vegan,Vegan Cheesy Corn Casserole recipes,american,42.68,350.4,179.88
vegan,Vegan Pigs in a Blanket,american,25.87,26.58,72.29
vegan,Pretzel Dipping Sauces {Vegetarian/Vegan},american,5.53,38.17,30.82
vegan,{Vegan} Homemade Peanut Butter Cups,american,34.86,156.24,112.15
vegan,Vegan Vanilla Pudding recipes,british,3.6,162.64,33.81
vegan,Vegan Garlic Butter,american,10.0,5.68,114.04
vegan,Vegan Strawberry Freezer Pie,american,12.81,146.64,56.35
vegan,Mushroom Stroganoff {Vegan},american,18.16,39.22,64.8
vegan,Vegan Pumpkin Pie Cheesecake,american,53.69,369.5,218.47
vegan,Vegan Cherry Pie recipes,american,87.4,1168.14,445.86
vegan,Vegan Jalapeno Poppers,american,21.44,93.99,63.25
vegan,Easy Vegan Artichoke Dip,mediterranean,12.61,24.05,60.55
vegan,Vegan Tiramisu,italian,17.4,89.84,80.29
vegan,Vegan Creamed Spinach,american,36.05,57.08,38.48
vegan,Vegan Aioli,american,10.34,20.64,38.41
vegan,Vegan Toffee Squares recipes,british,37.17,459.92,196.03
vegan,Vegan Cheese Enchiladas,american,86.0,180.46,97.22
vegan,Vegan vegetable pizza,italian,48.03,106.56,47.69
vegan,Fancy Vegan Sausage Rolls,american,40.01,27.86,97.86
vegan,NO-BAKE VEGAN CHEESECAKE,american,9.43,152.64,150.35
vegan,Vegan “Egg” Mayo,american,38.26,12.77,49.9
vegan,Butternut Squash and Spinach Lasagna (Vegan),italian,114.38,356.37,130.93
vegan,Vegan Baileys Truffles,american,16.69,137.19,298.32
vegan,Vegan Mocha Latte,american,5.27,17.74,43.43
vegan,Vegan Eggnog Martini,world,1.32,11.41,1.27
vegan,"Vegan Sausage, Kale, Dijon & Sesame Ba",american,32.25,64.16,22.55
vegan,Vegan Tiramisu,american,5.78,30.64,40.05
vegan,Vegan Kale Pesto Gnocchi,american,40.87,187.62,41.62
vegan,Vegan Apple Betty,american,16.14,360.76,60.46
vegan,Vegan Russian Dressing,american,28.43,199.03,78.89
vegan,Vegan Cream Cheese Frosting,american,7.3,246.7,84.86
vegan,Fries Supreme Vegan recipes,american,73.88,138.47,106.78
vegan,Vegan Creamed Spinach Phyllo Tart,american,37.19,110.15,134.27
vegan,Vegan Pecan Pie,american,39.45,316.43,215.21
vegan,Vegan Pizza Snacks,american,85.06,73.15,89.7
vegan,Vegan Peppermint Patties,american,14.54,544.16,129.8
vegan,Unbelievable Vegan Mashed Potatoes,american,23.17,144.98,35.42
vegan,Vegan Sweet Noodle Kugel,asian,83.08,340.35,162.71
vegan,Vegan Champagne Truffles,american,36.43,187.43,149.5
vegan,Animal-Style Patty Melts (Vegan),american,70.0,50.08,167.2
vegan,Vegan Kale Caesar Salad,american,18.09,31.38,9.93
vegan,Vegan Gravy,american,2.71,39.3,13.89
vegan,Vegan Chocolate Gingerbread Bourbon Balls,american,47.1,482.04,216.53
vegan,Vegan Cheesecake,american,81.6,408.57,249.34
vegan,Vegan Pecan Crusted Toffee Bites,american,55.15,401.71,518.46
vegan,Vegan French Onion Dip,american,26.35,71.65,38.96
vegan,Vegan Jambalaya,american,75.39,241.05,53.46
vegan,Vegan Chanterelle Quiche,french,43.26,200.51,30.65
vegan,Vegan BLT Sandwich,american,21.41,32.94,51.84
vegan,Vegan Grits,american,3.98,41.13,28.01
vegan,Ultimate Loaded Grilled Vegan BLT,american,46.21,92.01,60.29
vegan,Vegan Spaghetti,american,53.89,268.55,54.49
vegan,Vegan Herb Butter,american,0.73,1.97,109.17
vegan,Vegan Sabzi Polow,american,80.49,533.39,49.0
vegan,Vegan Caesar Dressing,american,3.69,7.89,174.62
vegan,Frosted Vegan Cinnamon Rolls,american,23.15,531.0,68.82
vegan,Vegan Scallops with King Oyster Mushrooms,american,16.08,37.24,86.97
vegan,Vegan Coleslaw,american,12.89,49.08,58.2
vegan,Vegan Meatball Bahn Mi,american,315.67,284.3,149.4
vegan,Vegan-friendly Chocolate Bites,american,27.1,176.27,136.12
vegan,Strawberry Rhubarb Jam {Vegan},american,2.48,155.82,22.73
vegan,Vegan Cafe Corn Chowder,american,27.46,269.14,100.24
vegan,Easy Vegan Brownies,french,39.69,294.28,191.92
vegan,Zesty Vegan Italian Casserole,american,81.37,88.44,166.22
vegan,Strawberry Rhubarb Jam {Vegan},american,2.48,155.82,22.73
vegan,Vegan Macaroni Salad,american,30.26,177.35,66.65
vegan,Vegan Parmesan-Crusted Cauliflower Wings,american,56.28,65.62,90.77
vegan,Vegan Spice Cake,american,34.4,551.66,193.42
vegan,Fudgy Vegan Brownies,french,28.65,364.77,168.68
vegan,Vegan Spinach Pinwheels recipes,american,44.84,59.62,60.33
vegan,Vegan Noodle Kugel recipes,asian,60.29,469.33,108.76
vegan,Strawberry Rhubarb Jam {Vegan},american,2.48,155.82,22.73
vegan,Vegan Cafe Corn Chowder,american,27.46,269.14,100.24
vegan,Easy Vegan Brownies,french,39.69,294.28,191.92
vegan,Zesty Vegan Italian Casserole,american,81.37,88.44,166.22
vegan,Strawberry Rhubarb Jam {Vegan},american,2.48,155.82,22.73
vegan,Vegan Macaroni Salad,american,30.26,177.35,66.65
vegan,Vegan Parmesan-Crusted Cauliflower Wings,american,56.28,65.62,90.77
vegan,Vegan Spice Cake,american,34.4,551.66,193.42
vegan,Fudgy Vegan Brownies,french,28.65,364.77,168.68
vegan,Vegan Spinach Pinwheels recipes,american,44.84,59.62,60.33
vegan,Vegan Noodle Kugel recipes,asian,60.29,469.33,108.76
